Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,month
Seddon,2,u,495000.0,S,Jas,2017-05-20,6.6,1,1,477.8968565815324,Maribyrnong City Council,,,Western Metropolitan,2417.0,5
Seddon,2,h,1085000.0,S,Village,2017-05-20,6.6,1,2,249.0,Maribyrnong City Council,-37.8052,144.8879,Western Metropolitan,2417.0,5
Seddon,3,h,847000.0,S,Jas,2017-05-20,6.6,1,1,205.0,Maribyrnong City Council,-37.8053,144.8967,Western Metropolitan,2417.0,5
Seddon,2,h,785000.0,S,hockingstuart,2017-05-20,6.6,1,1,116.0,Maribyrnong City Council,-37.8046,144.891,Western Metropolitan,2417.0,5
South Melbourne,3,h,2240000.0,S,Greg,2017-06-05,2.1,2,1,197.0,Port Phillip City Council,-37.8395,144.9489,Southern Metropolitan,5943.0,6
South Melbourne,3,h,2050000.0,PI,Marshall,2017-06-05,2.1,2,1,230.0,Port Phillip City Council,-37.8373,144.9527,Southern Metropolitan,5943.0,6
South Melbourne,1,u,460000.0,S,hockingstuart,2017-08-04,2.1,1,1,0.0,Port Phillip City Council,-37.8344,144.9581,Southern Metropolitan,5943.0,8
South Melbourne,2,u,650000.0,VB,hockingstuart,2017-08-04,2.1,1,0,438.0,Port Phillip City Council,-37.8353,144.9599,Southern Metropolitan,5943.0,8
South Melbourne,2,t,1100000.0,S,Marshall,2017-05-13,2.1,1,1,327.0,Port Phillip City Council,-37.8351,144.964,Southern Metropolitan,5943.0,5
South Melbourne,3,h,1820000.0,S,WHITEFOX,2017-05-13,2.1,1,1,204.0,Port Phillip City Council,-37.8365,144.9497,Southern Metropolitan,5943.0,5
South Melbourne,1,u,580000.0,S,Kay,2017-05-20,2.1,1,1,477.8968565815324,Port Phillip City Council,,,Southern Metropolitan,5943.0,5
South Melbourne,3,h,1780000.0,S,Buxton,2017-05-20,2.1,2,2,202.0,Port Phillip City Council,-37.836999999999996,144.9585,Southern Metropolitan,5943.0,5
South Melbourne,2,h,1024000.0,S,Williams,2017-04-22,2.1,1,0,102.0,Port Phillip City Council,-37.8355,144.9675,Southern Metropolitan,5943.0,4
South Melbourne,3,u,680000.0,VB,Greg,2017-04-22,2.1,2,2,0.0,Port Phillip City Council,-37.8309,144.9686,Southern Metropolitan,5943.0,4
South Melbourne,3,h,1732000.0,S,Buxton,2017-04-22,2.1,1,2,648.7162568807339,Port Phillip City Council,-37.8375,144.9651,Southern Metropolitan,5943.0,4
South Melbourne,2,h,1150000.0,PI,Greg,2017-04-22,2.1,1,1,91.0,Port Phillip City Council,-37.836,144.9638,Southern Metropolitan,5943.0,4
South Melbourne,3,u,710000.0,VB,Greg,2017-04-29,2.1,2,2,0.0,Port Phillip City Council,-37.8319,144.9682,Southern Metropolitan,5943.0,4
South Melbourne,3,u,1150000.0,VB,Marshall,2017-04-29,2.1,1,1,477.8968565815324,Port Phillip City Council,,,Southern Metropolitan,5943.0,4
South Yarra,3,u,1320000.0,S,RT,2017-06-05,3.3,2,2,15.0,Melbourne City Council,-37.8398,144.9945,Southern Metropolitan,14887.0,6
South Yarra,1,u,537000.0,S,hockingstuart,2017-06-05,3.3,1,1,0.0,Melbourne City Council,-37.8361,144.9966,Southern Metropolitan,14887.0,6
South Yarra,2,u,800000.0,VB,Beller,2017-06-05,3.3,2,2,0.0,Melbourne City Council,-37.8361,144.9966,Southern Metropolitan,14887.0,6
South Yarra,1,u,410000.0,S,hockingstuart,2017-08-04,3.3,1,0,0.0,Melbourne City Council,-37.8378,144.9883,Southern Metropolitan,14887.0,8
South Yarra,2,u,499000.0,S,hockingstuart,2017-08-04,3.3,1,1,0.0,Melbourne City Council,-37.8452,145.0001,Southern Metropolitan,14887.0,8
South Yarra,2,h,1214000.0,S,hockingstuart,2017-08-04,3.3,1,0,161.0,Melbourne City Council,-37.8454,144.9891,Southern Metropolitan,14887.0,8
South Yarra,2,u,485000.0,PI,Biggin,2017-08-04,3.3,1,0,5467.0,Melbourne City Council,-37.8406,145.0035,Southern Metropolitan,14887.0,8
South Yarra,3,u,920000.0,S,Williams,2017-05-13,3.3,1,1,0.0,Melbourne City Council,-37.836,144.9782,Southern Metropolitan,14887.0,5
South Yarra,2,u,615000.0,S,hockingstuart,2017-05-13,3.3,1,1,0.0,Melbourne City Council,-37.836999999999996,144.9907,Southern Metropolitan,14887.0,5
South Yarra,2,u,642000.0,S,Kay,2017-05-13,3.3,1,1,595.0,Melbourne City Council,-37.8422,144.9855,Southern Metropolitan,14887.0,5
South Yarra,1,u,440000.0,S,hockingstuart,2017-05-20,3.3,1,1,477.8968565815324,Melbourne City Council,,,Southern Metropolitan,14887.0,5
South Yarra,3,t,3475000.0,S,Marshall,2017-05-20,3.3,3,1,296.0,Melbourne City Council,-37.8366,144.9882,Southern Metropolitan,14887.0,5
South Yarra,2,h,1710000.0,PI,Jellis,2017-05-20,3.3,2,0,208.0,Melbourne City Council,-37.8433,145.0024,Southern Metropolitan,14887.0,5
South Yarra,2,u,851000.0,S,Biggin,2017-05-20,3.3,1,1,284.0,Melbourne City Council,-37.8471,145.0019,Southern Metropolitan,14887.0,5
South Yarra,3,t,2030000.0,S,Kay,2017-05-20,3.3,2,2,201.0,Melbourne City Council,-37.8428,144.9877,Southern Metropolitan,14887.0,5
South Yarra,2,t,1040000.0,PI,RT,2017-04-22,3.3,1,2,286.92402148887186,Melbourne City Council,,,Southern Metropolitan,14887.0,4
South Yarra,2,h,1405000.0,S,Beller,2017-04-22,3.3,1,0,219.0,Melbourne City Council,-37.8424,144.9867,Southern Metropolitan,14887.0,4
South Yarra,2,u,850000.0,S,hockingstuart,2017-04-22,3.3,2,2,17200.0,Melbourne City Council,-37.8361,144.9966,Southern Metropolitan,14887.0,4
South Yarra,2,u,792500.0,S,Jellis,2017-04-22,3.3,1,1,0.0,Melbourne City Council,-37.8383,144.9995,Southern Metropolitan,14887.0,4
South Yarra,2,t,880000.0,PI,Kay,2017-04-29,3.3,2,2,286.92402148887186,Melbourne City Council,-37.8437,144.9869,Southern Metropolitan,14887.0,4
South Yarra,1,u,390500.0,SP,hockingstuart,2017-04-29,3.3,1,0,775.0,Melbourne City Council,-37.8354,144.984,Southern Metropolitan,14887.0,4
South Yarra,3,u,2050000.0,S,Kay,2017-04-29,3.3,2,2,3197.0,Melbourne City Council,-37.8446,144.9844,Southern Metropolitan,14887.0,4
South Yarra,2,u,595000.0,S,Kay,2017-04-29,3.3,1,2,0.0,Melbourne City Council,-37.8447,145.0037,Southern Metropolitan,14887.0,4
St Kilda,1,u,346000.0,SP,Buxton,2017-06-05,6.1,1,1,678.0,Port Phillip City Council,-37.8585,144.983,Southern Metropolitan,13240.0,6
St Kilda,3,u,786000.0,S,McGrath,2017-06-05,6.1,1,1,477.8968565815324,Port Phillip City Council,-37.8723,144.9817,Southern Metropolitan,13240.0,6
St Kilda,1,u,520000.0,S,hockingstuart,2017-08-04,6.1,1,1,2422.0,Port Phillip City Council,-37.8644,144.9741,Southern Metropolitan,13240.0,8
St Kilda,1,u,320000.0,VB,hockingstuart,2017-08-04,6.1,1,1,1036.0,Port Phillip City Council,-37.8607,144.9873,Southern Metropolitan,13240.0,8
St Kilda,2,u,610500.0,SP,Buxton,2017-08-04,6.1,2,1,2920.0,Port Phillip City Council,-37.8709,144.9807,Southern Metropolitan,13240.0,8
St Kilda,1,u,350000.0,VB,hockingstuart,2017-08-04,6.1,1,1,1236.0,Port Phillip City Council,-37.8585,144.9884,Southern Metropolitan,13240.0,8
St Kilda,2,h,1120000.0,S,hockingstuart,2017-08-04,6.1,1,0,135.0,Port Phillip City Council,-37.8661,144.9802,Southern Metropolitan,13240.0,8
St Kilda,3,h,1450000.0,VB,hockingstuart,2017-08-04,6.1,1,2,648.7162568807339,Port Phillip City Council,-37.858000000000004,144.9849,Southern Metropolitan,13240.0,8
St Kilda,2,h,1050000.0,S,Marshall,2017-08-04,6.1,1,2,648.7162568807339,Port Phillip City Council,,,Southern Metropolitan,13240.0,8
St Kilda,2,t,1077000.0,S,Marshall,2017-05-13,6.1,1,1,455.0,Port Phillip City Council,-37.8636,144.9749,Southern Metropolitan,13240.0,5
St Kilda,2,h,1301000.0,S,Wilson,2017-05-13,6.1,1,1,165.0,Port Phillip City Council,-37.8658,144.9774,Southern Metropolitan,13240.0,5
St Kilda,2,h,1440000.0,S,Marshall,2017-05-13,6.1,1,2,194.0,Port Phillip City Council,-37.8658,144.9795,Southern Metropolitan,13240.0,5
St Kilda,1,u,410000.0,VB,Hodges,2017-05-13,6.1,1,1,477.8968565815324,Port Phillip City Council,,,Southern Metropolitan,13240.0,5
St Kilda,2,u,680000.0,S,Buxton,2017-05-20,6.1,1,0,0.0,Port Phillip City Council,-37.859,144.9816,Southern Metropolitan,13240.0,5
St Kilda,3,h,1361000.0,S,Buxton,2017-04-22,6.1,1,0,246.0,Port Phillip City Council,-37.8635,144.991,Southern Metropolitan,13240.0,4
St Kilda,3,u,1000000.0,SP,McGrath,2017-04-22,6.1,1,0,0.0,Port Phillip City Council,-37.8718,144.9767,Southern Metropolitan,13240.0,4
St Kilda,2,u,480000.0,S,Buxton,2017-04-22,6.1,1,1,477.8968565815324,Port Phillip City Council,-37.8708,144.9812,Southern Metropolitan,13240.0,4
St Kilda,1,u,500000.0,PI,RT,2017-04-22,6.1,1,1,477.8968565815324,Port Phillip City Council,,,Southern Metropolitan,13240.0,4
St Kilda,2,u,902000.0,S,McGrath,2017-04-29,6.1,1,1,18.0,Port Phillip City Council,-37.8624,144.9823,Southern Metropolitan,13240.0,4
St Kilda,3,u,1190000.0,S,Gary,2017-04-29,6.1,1,1,460.0,Port Phillip City Council,-37.8623,144.9772,Southern Metropolitan,13240.0,4
St Kilda,2,h,920000.0,S,hockingstuart,2017-04-29,6.1,1,0,190.0,Port Phillip City Council,-37.8579,144.9844,Southern Metropolitan,13240.0,4
St Kilda,2,u,482000.0,S,McGrath,2017-04-29,6.1,1,1,0.0,Port Phillip City Council,-37.857,144.9867,Southern Metropolitan,13240.0,4
St Kilda,4,h,2260000.0,S,McGrath,2017-04-29,6.1,2,1,297.0,Port Phillip City Council,-37.8729,144.9794,Southern Metropolitan,13240.0,4
Strathmore,4,h,810000.0,PI,Nelson,2017-06-05,9.7,1,1,543.0,Moonee Valley City Council,-37.7199,144.9044,Western Metropolitan,3284.0,6
Strathmore,3,h,750000.0,VB,Brad,2017-08-04,9.7,1,2,648.7162568807339,Moonee Valley City Council,,,Western Metropolitan,3284.0,8
Strathmore,3,h,1021000.0,S,Considine,2017-08-04,9.7,2,2,371.0,Moonee Valley City Council,-37.7229,144.9055,Western Metropolitan,3284.0,8
Strathmore,3,t,925000.0,S,Frank,2017-08-04,9.7,3,1,555.0,Moonee Valley City Council,-37.7345,144.9228,Western Metropolitan,3284.0,8
Strathmore,5,h,910000.0,SP,Brad,2017-08-04,9.7,2,2,533.0,Moonee Valley City Council,-37.7189,144.9044,Western Metropolitan,3284.0,8
Strathmore,4,h,1225000.0,S,Considine,2017-08-04,9.7,2,2,648.7162568807339,Moonee Valley City Council,,,Western Metropolitan,3284.0,8
Strathmore,3,h,900000.0,VB,Nelson,2017-05-13,9.7,1,2,531.0,Moonee Valley City Council,-37.7192,144.9045,Western Metropolitan,3284.0,5
Strathmore,3,h,1350000.0,S,Nelson,2017-05-20,9.7,1,2,648.7162568807339,Moonee Valley City Council,,,Western Metropolitan,3284.0,5
Strathmore,3,h,995000.0,SP,Jellis,2017-05-20,9.7,2,3,653.0,Moonee Valley City Council,-37.7296,144.9225,Western Metropolitan,3284.0,5
Strathmore,3,h,860000.0,PI,McDonald,2017-05-20,9.7,1,2,648.7162568807339,Moonee Valley City Council,,,Western Metropolitan,3284.0,5
Strathmore,5,h,1150000.0,SP,Brad,2017-05-20,9.7,2,2,702.0,Moonee Valley City Council,-37.7253,144.9146,Western Metropolitan,3284.0,5
Sunshine,3,h,940000.0,S,Douglas,2017-06-05,12.6,2,2,572.0,Brimbank City Council,-37.7966,144.8256,Western Metropolitan,3755.0,6
Sunshine,4,h,726000.0,S,YPA,2017-06-05,12.6,2,0,567.0,Brimbank City Council,-37.7866,144.8458,Western Metropolitan,3755.0,6
Sunshine,3,h,950000.0,S,Douglas,2017-06-05,12.6,1,1,725.0,Brimbank City Council,-37.7918,144.8419,Western Metropolitan,3755.0,6
Sunshine,4,h,760000.0,S,Douglas,2017-08-04,12.6,1,5,650.0,Brimbank City Council,-37.7867,144.8437,Western Metropolitan,3755.0,8
Sunshine,4,h,990000.0,S,FN,2017-08-04,12.6,1,6,654.0,Brimbank City Council,-37.7803,144.8415,Western Metropolitan,3755.0,8
Sunshine,3,h,651500.0,S,Barry,2017-08-04,12.6,1,1,555.0,Brimbank City Council,-37.7988,144.822,Western Metropolitan,3755.0,8
Sunshine,3,h,600000.0,S,Barry,2017-08-04,12.6,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,3755.0,8
Sunshine,4,h,891000.0,S,hockingstuart,2017-05-20,12.6,2,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,3755.0,5
Sunshine,2,h,596000.0,S,Douglas,2017-04-22,12.6,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,3755.0,4
Sunshine,4,h,970000.0,S,Douglas,2017-04-22,12.6,1,4,615.0,Brimbank City Council,-37.785,144.8383,Western Metropolitan,3755.0,4
Sunshine,3,h,841000.0,S,Douglas,2017-04-22,12.6,1,2,557.0,Brimbank City Council,-37.7811,144.8373,Western Metropolitan,3755.0,4
Sunshine,3,h,710000.0,S,Village,2017-04-29,12.6,1,0,483.0,Brimbank City Council,-37.7875,144.8456,Western Metropolitan,3755.0,4
Sunshine,3,h,840000.0,PI,FN,2017-04-29,12.6,1,1,462.0,Brimbank City Council,-37.7894,144.8383,Western Metropolitan,3755.0,4
Sunshine,3,h,660000.0,S,Douglas,2017-04-29,12.6,2,2,660.0,Brimbank City Council,-37.7954,144.8246,Western Metropolitan,3755.0,4
Sunshine,3,h,692000.0,S,FN,2017-04-29,12.6,1,1,485.0,Brimbank City Council,-37.7868,144.8428,Western Metropolitan,3755.0,4
Sunshine North,3,h,830000.0,S,Douglas,2017-06-05,13.3,1,2,608.0,Brimbank City Council,-37.7743,144.8446,Western Metropolitan,4217.0,6
Sunshine North,3,h,600000.0,S,Douglas,2017-06-05,13.3,1,2,465.0,Brimbank City Council,-37.7549,144.8304,Western Metropolitan,4217.0,6
Sunshine North,3,h,660000.0,PI,Bells,2017-08-04,13.3,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,8
Sunshine North,4,h,630000.0,S,Barry,2017-08-04,13.3,2,2,648.7162568807339,Brimbank City Council,-37.7657,144.8286,Western Metropolitan,4217.0,8
Sunshine North,3,h,718000.0,S,Douglas,2017-05-13,13.3,1,2,551.0,Brimbank City Council,-37.771,144.8389,Western Metropolitan,4217.0,5
Sunshine North,3,u,412500.0,SP,Jas,2017-05-20,13.3,1,1,477.8968565815324,Brimbank City Council,,,Western Metropolitan,4217.0,5
Sunshine North,4,h,775000.0,S,Douglas,2017-04-29,13.3,1,2,665.0,Brimbank City Council,-37.7662,144.8383,Western Metropolitan,4217.0,4
Sunshine North,3,h,571000.0,S,GL,2017-04-29,13.3,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,4217.0,4
Sunshine North,3,h,490000.0,PI,Douglas,2017-04-29,13.3,1,1,546.0,Brimbank City Council,-37.7676,144.8307,Western Metropolitan,4217.0,4
Sunshine West,3,h,716000.0,S,Barry,2017-06-05,13.5,1,1,534.0,Brimbank City Council,-37.7886,144.821,Western Metropolitan,6763.0,6
Sunshine West,3,h,660000.0,S,Barry,2017-08-04,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,8
Sunshine West,3,h,511000.0,S,Barry,2017-08-04,13.5,2,2,519.0,Brimbank City Council,-37.7997,144.7968,Western Metropolitan,6763.0,8
Sunshine West,4,h,515000.0,SP,Brad,2017-08-04,13.5,2,2,332.0,Brimbank City Council,-37.7962,144.8064,Western Metropolitan,6763.0,8
Sunshine West,3,h,530000.0,S,Barry,2017-08-04,13.5,1,1,573.0,Brimbank City Council,-37.8017,144.8258,Western Metropolitan,6763.0,8
Sunshine West,4,h,685000.0,S,Bells,2017-05-13,13.5,2,2,572.0,Brimbank City Council,-37.7912,144.7979,Western Metropolitan,6763.0,5
Sunshine West,3,h,475000.0,S,Douglas,2017-05-13,13.5,1,2,648.7162568807339,Brimbank City Council,,,Western Metropolitan,6763.0,5
Sunshine West,3,h,700000.0,PI,Douglas,2017-04-22,13.5,1,2,701.0,Brimbank City Council,-37.7889,144.8047,Western Metropolitan,6763.0,4
Sunshine West,3,t,521000.0,S,Bells,2017-04-29,13.5,3,2,134.0,Brimbank City Council,-37.79,144.7886,Western Metropolitan,6763.0,4
Sunshine West,3,h,571000.0,S,GL,2017-04-29,13.5,1,1,757.0,Brimbank City Council,-37.7845,144.8088,Western Metropolitan,6763.0,4
Sunshine West,2,u,270000.0,S,S&L,2017-04-29,13.5,1,1,477.8968565815324,Brimbank City Council,-37.7855,144.8151,Western Metropolitan,6763.0,4
Sunshine West,3,h,710000.0,SP,S&L,2017-04-29,13.5,1,4,990.0,Brimbank City Council,-37.7928,144.8068,Western Metropolitan,6763.0,4
Surrey Hills,2,u,682000.0,S,Ham,2017-06-05,11.2,1,2,119.0,Boroondara City Council,-37.8271,145.1032,Southern Metropolitan,5457.0,6
Surrey Hills,3,h,1100000.0,VB,Jellis,2017-06-05,11.2,1,2,648.7162568807339,Boroondara City Council,,,Southern Metropolitan,5457.0,6
Surrey Hills,2,u,825000.0,S,Fletchers,2017-05-13,11.2,1,2,180.0,Boroondara City Council,-37.8351,145.10299999999998,Southern Metropolitan,5457.0,5
Surrey Hills,3,h,1525000.0,S,Fletchers,2017-05-13,11.2,2,2,347.0,Boroondara City Council,-37.8323,145.105,Southern Metropolitan,5457.0,5
Surrey Hills,2,h,1260000.0,SP,Jellis,2017-05-13,11.2,1,0,269.0,Boroondara City Council,-37.8201,145.0887,Southern Metropolitan,5457.0,5
Surrey Hills,4,h,2360000.0,S,Marshall,2017-05-13,11.2,2,2,764.0,Boroondara City Council,-37.818000000000005,145.0946,Southern Metropolitan,5457.0,5
Surrey Hills,2,h,1250000.0,SP,Fletchers,2017-05-20,11.2,2,1,323.0,Boroondara City Council,-37.823,145.0993,Southern Metropolitan,5457.0,5
Surrey Hills,4,h,1490000.0,S,Noel,2017-05-20,11.2,1,4,605.0,Boroondara City Council,-37.8292,145.1053,Southern Metropolitan,5457.0,5
Surrey Hills,3,h,1100000.0,PI,Ray,2017-05-20,11.2,1,2,648.7162568807339,Boroondara City Council,,,Southern Metropolitan,5457.0,5
Surrey Hills,4,h,1600000.0,PI,Marshall,2017-05-20,11.2,1,2,600.0,Boroondara City Council,-37.8327,145.0976,Southern Metropolitan,5457.0,5
Surrey Hills,3,h,1652000.0,S,Kay,2017-05-20,11.2,2,2,368.0,Boroondara City Council,-37.8176,145.0882,Southern Metropolitan,5457.0,5
Surrey Hills,2,u,925000.0,VB,Noel,2017-05-20,11.2,1,1,477.8968565815324,Boroondara City Council,,,Southern Metropolitan,5457.0,5
Surrey Hills,4,h,2370000.0,PI,Jellis,2017-04-29,11.2,3,2,773.0,Boroondara City Council,-37.8263,145.0911,Southern Metropolitan,5457.0,4
Templestowe Lower,3,t,940000.0,PI,Jellis,2017-06-05,13.8,2,3,281.0,Manningham City Council,-37.7586,145.1211,Eastern Metropolitan,5420.0,6
Templestowe Lower,3,h,1503500.0,S,Noel,2017-06-05,13.8,1,1,907.0,Manningham City Council,-37.7628,145.1185,Eastern Metropolitan,5420.0,6
Templestowe Lower,3,t,950000.0,VB,hockingstuart,2017-08-04,13.8,2,2,306.0,Manningham City Council,-37.7658,145.1014,Eastern Metropolitan,5420.0,8
Templestowe Lower,3,h,1370000.0,S,Barry,2017-08-04,13.8,1,2,743.0,Manningham City Council,-37.7703,145.1086,Eastern Metropolitan,5420.0,8
Templestowe Lower,4,h,1181000.0,SP,Parkes,2017-05-13,13.8,2,2,805.0,Manningham City Council,-37.7565,145.1067,Eastern Metropolitan,5420.0,5
Templestowe Lower,3,h,1385000.0,S,Barry,2017-05-13,13.8,1,2,745.0,Manningham City Council,-37.769,145.1108,Eastern Metropolitan,5420.0,5
Templestowe Lower,3,h,1230000.0,S,Ray,2017-05-20,13.8,1,2,648.7162568807339,Manningham City Council,,,Eastern Metropolitan,5420.0,5
Templestowe Lower,3,h,1340000.0,S,Biggin,2017-05-20,13.8,1,2,648.7162568807339,Manningham City Council,,,Eastern Metropolitan,5420.0,5
Templestowe Lower,3,h,1180000.0,S,Philip,2017-05-20,13.8,1,3,655.0,Manningham City Council,-37.7685,145.1026,Eastern Metropolitan,5420.0,5
Templestowe Lower,4,h,1647000.0,S,Barry,2017-04-22,13.8,2,2,648.7162568807339,Manningham City Council,,,Eastern Metropolitan,5420.0,4
Templestowe Lower,4,h,1550000.0,S,Ray,2017-04-22,13.8,2,2,648.7162568807339,Manningham City Council,,,Eastern Metropolitan,5420.0,4
Templestowe Lower,4,h,1302000.0,S,Ray,2017-04-22,13.8,2,2,650.0,Manningham City Council,-37.7686,145.1023,Eastern Metropolitan,5420.0,4
Templestowe Lower,5,h,1775000.0,S,Jellis,2017-04-29,13.8,4,2,501.0,Manningham City Council,-37.762,145.1244,Eastern Metropolitan,5420.0,4
Templestowe Lower,4,h,1611000.0,S,Barry,2017-04-29,13.8,2,2,648.7162568807339,Manningham City Council,,,Eastern Metropolitan,5420.0,4
Templestowe Lower,3,t,975000.0,PI,Jellis,2017-04-29,13.8,1,2,286.92402148887186,Manningham City Council,,,Eastern Metropolitan,5420.0,4
Thornbury,3,u,750000.0,SP,McGrath,2017-06-05,6.5,1,1,477.8968565815324,Darebin City Council,,,Northern Metropolitan,8870.0,6
Thornbury,3,h,765000.0,SP,Nelson,2017-06-05,6.5,1,2,648.7162568807339,Darebin City Council,,,Northern Metropolitan,8870.0,6
Thornbury,3,h,1750000.0,S,McGrath,2017-06-05,6.5,1,3,712.0,Darebin City Council,-37.7598,145.0118,Northern Metropolitan,8870.0,6
Thornbury,3,h,1345000.0,S,Love,2017-08-04,6.5,2,4,584.0,Darebin City Council,-37.7555,145.0152,Northern Metropolitan,8870.0,8
Thornbury,3,h,1080000.0,S,Miles,2017-08-04,6.5,1,1,408.0,Darebin City Council,-37.7573,145.0083,Northern Metropolitan,8870.0,8
Thornbury,3,h,1195000.0,S,Love,2017-08-04,6.5,1,2,463.0,Darebin City Council,-37.7593,144.9885,Northern Metropolitan,8870.0,8
Thornbury,2,u,716000.0,S,Love,2017-08-04,6.5,1,1,0.0,Darebin City Council,-37.7554,144.982,Northern Metropolitan,8870.0,8
Thornbury,3,t,865000.0,S,buyMyplace,2017-05-13,6.5,2,2,194.0,Darebin City Council,-37.7538,144.9991,Northern Metropolitan,8870.0,5
Thornbury,2,u,462000.0,S,Nelson,2017-05-13,6.5,1,1,0.0,Darebin City Council,-37.7561,145.0067,Northern Metropolitan,8870.0,5
Thornbury,3,h,1100000.0,PI,Woodards,2017-05-13,6.5,2,1,359.0,Darebin City Council,-37.7551,144.9916,Northern Metropolitan,8870.0,5
Thornbury,4,h,1635000.0,S,Jellis,2017-05-13,6.5,2,2,464.0,Darebin City Council,-37.7579,145.0169,Northern Metropolitan,8870.0,5
Thornbury,3,t,998000.0,SP,Jellis,2017-05-13,6.5,2,1,0.0,Darebin City Council,-37.7579,145.0,Northern Metropolitan,8870.0,5
Thornbury,2,u,600000.0,S,Love,2017-05-20,6.5,1,1,0.0,Darebin City Council,-37.7549,144.9979,Northern Metropolitan,8870.0,5
Thornbury,3,h,1346000.0,S,Nelson,2017-05-20,6.5,2,2,349.0,Darebin City Council,-37.7544,144.998,Northern Metropolitan,8870.0,5
Thornbury,3,h,1130000.0,S,Jellis,2017-05-20,6.5,1,1,381.0,Darebin City Council,-37.7575,145.0128,Northern Metropolitan,8870.0,5
Thornbury,3,h,1275000.0,PI,Jellis,2017-05-20,6.5,1,2,517.0,Darebin City Council,-37.7638,145.0182,Northern Metropolitan,8870.0,5
Thornbury,3,h,1200000.0,S,Woodards,2017-05-20,6.5,1,1,447.0,Darebin City Council,-37.7622,145.0074,Northern Metropolitan,8870.0,5
Thornbury,2,h,915000.0,S,Love,2017-04-22,6.5,1,1,502.0,Darebin City Council,-37.7541,145.016,Northern Metropolitan,8870.0,4
Thornbury,1,u,300000.0,SP,McGrath,2017-04-22,6.5,1,1,948.0,Darebin City Council,-37.7577,145.0151,Northern Metropolitan,8870.0,4
Thornbury,2,t,1050000.0,SP,McGrath,2017-04-22,6.5,1,2,286.92402148887186,Darebin City Council,,,Northern Metropolitan,8870.0,4
Thornbury,3,u,880000.0,SP,McGrath,2017-04-29,6.5,1,2,242.0,Darebin City Council,-37.7639,145.0135,Northern Metropolitan,8870.0,4
Thornbury,2,t,960000.0,S,Jellis,2017-04-29,6.5,2,2,158.0,Darebin City Council,-37.7587,144.9881,Northern Metropolitan,8870.0,4
Thornbury,2,u,421000.0,SP,Nelson,2017-04-29,6.5,1,1,477.8968565815324,Darebin City Council,,,Northern Metropolitan,8870.0,4
Thornbury,2,h,1260000.0,S,Nelson,2017-04-29,6.5,1,0,317.0,Darebin City Council,-37.7606,144.9995,Northern Metropolitan,8870.0,4
Thornbury,2,h,1100000.0,SP,McGrath,2017-04-29,6.5,1,1,330.0,Darebin City Council,-37.7629,145.0165,Northern Metropolitan,8870.0,4
Viewbank,3,h,810000.0,VB,Miles,2017-06-05,13.8,1,1,667.0,Banyule City Council,-37.743,145.0839,Eastern Metropolitan,2698.0,6
Viewbank,4,h,1140000.0,S,Miles,2017-08-04,13.8,2,4,863.0,Banyule City Council,-37.7317,145.0952,Eastern Metropolitan,2698.0,8
Viewbank,4,h,1003000.0,S,Nelson,2017-05-20,13.8,2,2,619.0,Banyule City Council,-37.7355,145.0928,Eastern Metropolitan,2698.0,5
Viewbank,4,h,1155000.0,PI,Fletchers,2017-04-22,13.8,2,3,780.0,Banyule City Council,-37.7308,145.0932,Eastern Metropolitan,2698.0,4
Watsonia,4,h,1193000.0,S,Ray,2017-06-05,14.9,2,2,648.7162568807339,Banyule City Council,,,Northern Metropolitan,2329.0,6
Watsonia,3,h,880000.0,S,Barry,2017-06-05,14.9,1,4,555.0,Banyule City Council,-37.713,145.0894,Northern Metropolitan,2329.0,6
Watsonia,5,h,826000.0,S,Barry,2017-06-05,14.9,1,2,545.0,Banyule City Council,-37.705,145.0825,Northern Metropolitan,2329.0,6
Watsonia,4,h,952000.0,S,Barry,2017-08-04,14.9,2,2,729.0,Banyule City Council,-37.711,145.08100000000002,Northern Metropolitan,2329.0,8
Watsonia,3,h,677500.0,S,Buckingham,2017-08-04,14.9,1,2,245.0,Banyule City Council,-37.716,145.0769,Northern Metropolitan,2329.0,8
Watsonia,4,h,761000.0,S,LJ,2017-04-22,14.9,1,2,696.0,Banyule City Council,-37.7054,145.0809,Northern Metropolitan,2329.0,4
Watsonia,3,h,715000.0,SP,Barry,2017-04-22,14.9,1,2,312.0,Banyule City Council,-37.7031,145.0773,Northern Metropolitan,2329.0,4
Watsonia,4,h,932500.0,S,Miles,2017-04-22,14.9,2,2,585.0,Banyule City Council,-37.7154,145.0777,Northern Metropolitan,2329.0,4
Watsonia,3,h,895000.0,S,Barry,2017-04-29,14.9,1,2,775.0,Banyule City Council,-37.7075,145.0807,Northern Metropolitan,2329.0,4
West Footscray,4,h,1435000.0,S,Village,2017-06-05,8.2,2,2,523.0,Maribyrnong City Council,-37.798,144.8728,Western Metropolitan,5058.0,6
