Suburb,Rooms,Type,Method,SellerG,Distance,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,month
Glen Iris,4,h,S,Marshall,7.3,3,2,858.0,Boroondara City Council,Southern Metropolitan,10412.0,9
Glen Iris,3,u,VB,Marshall,7.3,1,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,10412.0,9
Glen Iris,2,t,S,hockingstuart,7.3,2,1,704.0,Boroondara City Council,Southern Metropolitan,10412.0,9
Glen Waverley,2,u,SP,Stockdale,16.7,1,1,477.89685658153235,Monash City Council,Eastern Metropolitan,15321.0,9
Glen Waverley,3,u,PI,Barry,16.7,2,2,477.89685658153235,Monash City Council,Eastern Metropolitan,15321.0,9
Glen Waverley,4,h,S,Harcourts,16.7,2,2,742.0,Monash City Council,Eastern Metropolitan,15321.0,9
Glen Waverley,4,t,S,Ray,16.7,3,2,725.0,Monash City Council,Eastern Metropolitan,15321.0,9
Glen Waverley,4,t,PI,Harcourts,16.7,2,2,286.9240214888718,Monash City Council,Eastern Metropolitan,15321.0,9
Glen Waverley,4,h,PI,Barry,16.7,2,5,1021.0,Monash City Council,Eastern Metropolitan,15321.0,9
Glen Waverley,5,h,S,hockingstuart,16.7,3,3,478.0,Monash City Council,Eastern Metropolitan,15321.0,9
Glen Waverley,3,h,SP,Fletchers,16.7,1,2,648.7162568807339,Monash City Council,Eastern Metropolitan,15321.0,9
Glen Waverley,4,h,S,Harcourts,16.7,2,2,734.0,Monash City Council,Eastern Metropolitan,15321.0,9
Glenroy,3,h,S,Stockdale,11.2,1,1,639.0,Moreland City Council,Northern Metropolitan,8870.0,9
Glenroy,3,t,S,Barry,11.2,1,2,286.9240214888718,Moreland City Council,Northern Metropolitan,8870.0,9
Glenroy,3,t,S,Barry,11.2,1,2,286.9240214888718,Moreland City Council,Northern Metropolitan,8870.0,9
Glenroy,2,h,S,Nelson,11.2,1,2,378.0,Moreland City Council,Northern Metropolitan,8870.0,9
Glenroy,2,t,SP,Barry,11.2,1,1,286.9240214888718,Moreland City Council,Northern Metropolitan,8870.0,9
Greensborough,5,h,VB,Nelson,16.1,2,2,900.0,Banyule City Council,Northern Metropolitan,8524.0,9
Greenvale,5,h,S,Barry,20.4,3,2,648.7162568807339,Hume City Council,Northern Metropolitan,4864.0,9
Hadfield,3,h,VB,Barry,11.2,1,3,665.0,Moreland City Council,Northern Metropolitan,2606.0,9
Hadfield,3,h,S,Barry,11.2,1,1,648.7162568807339,Moreland City Council,Northern Metropolitan,2606.0,9
Hampton,4,h,VB,Buxton,13.8,3,2,648.7162568807339,Bayside City Council,Southern Metropolitan,5454.0,9
Hampton,3,h,VB,McGrath,13.8,1,2,697.0,Bayside City Council,Southern Metropolitan,5454.0,9
Hawthorn,2,h,VB,Marshall,5.3,1,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,11308.0,9
Hawthorn,2,u,S,LITTLE,5.3,1,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,11308.0,9
Hawthorn,3,h,PI,Kay,5.3,3,2,107.0,Boroondara City Council,Southern Metropolitan,11308.0,9
Hawthorn,2,u,SP,Jellis,5.3,2,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,11308.0,9
Hawthorn East,2,u,S,hockingstuart,6.2,1,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,6482.0,9
Hawthorn East,3,h,S,Kay,6.2,1,3,615.0,Boroondara City Council,Southern Metropolitan,6482.0,9
Hawthorn East,3,h,S,Abercromby's,6.2,2,2,304.0,Boroondara City Council,Southern Metropolitan,6482.0,9
Hawthorn East,4,h,VB,Marshall,6.2,2,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,6482.0,9
Heathmont,4,h,S,Ray,21.3,2,2,442.0,Maroondah City Council,Eastern Metropolitan,3794.0,9
Heathmont,4,h,SP,Fletchers,21.3,2,2,655.0,Maroondah City Council,Eastern Metropolitan,3794.0,9
Heathmont,5,h,S,RW,21.3,2,2,543.0,Maroondah City Council,Eastern Metropolitan,3794.0,9
Heidelberg,1,u,S,Miles,8.9,1,1,477.89685658153235,Banyule City Council,Eastern Metropolitan,2890.0,9
Heidelberg,4,h,S,Miles,8.9,2,2,648.7162568807339,Banyule City Council,Eastern Metropolitan,2890.0,9
Heidelberg Heights,3,h,S,Miles,8.8,1,1,586.0,Banyule City Council,Eastern Metropolitan,2947.0,9
Highett,4,h,PI,Charlton,16.0,2,2,613.0,Bayside City Council,Southern Metropolitan,4794.0,9
Highett,3,u,S,Marshall,16.0,1,1,477.89685658153235,Bayside City Council,Southern Metropolitan,4794.0,9
Hillside,4,h,S,Barry,18.0,3,2,970.0,Brimbank City Council,Western Metropolitan,5556.0,9
Hillside,4,h,S,Prof.,18.0,2,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5556.0,9
Hoppers Crossing,3,h,S,Reliance,18.4,1,2,600.0,Wyndham City Council,Western Metropolitan,13830.0,9
Hoppers Crossing,2,u,S,YPA,18.4,1,1,477.89685658153235,Wyndham City Council,Western Metropolitan,13830.0,9
Hoppers Crossing,4,h,SP,Barry,18.4,2,1,648.7162568807339,Wyndham City Council,Western Metropolitan,13830.0,9
Hurstbridge,3,h,S,Mason,26.1,2,2,785.0,Nillumbik Shire Council,Northern Victoria,1345.0,9
Ivanhoe,2,t,S,Miles,7.8,2,1,286.9240214888718,Banyule City Council,Eastern Metropolitan,5549.0,9
Ivanhoe East,3,h,S,Nelson,7.8,2,1,697.0,Banyule City Council,Eastern Metropolitan,1554.0,9
Keilor,3,h,S,Daniel,14.5,1,2,539.0,Brimbank City Council,Western Metropolitan,2339.0,9
Keilor,3,h,PI,Brad,14.5,2,2,648.7162568807339,Brimbank City Council,Western Metropolitan,2339.0,9
Keilor Downs,4,h,S,Brad,15.5,2,2,660.0,Brimbank City Council,Western Metropolitan,3656.0,9
Keilor East,4,h,S,Nelson,11.7,4,3,429.0,Brimbank City Council,Western Metropolitan,5629.0,9
Keilor East,4,h,S,Nelson,11.7,2,2,612.0,Brimbank City Council,Western Metropolitan,5629.0,9
Keilor East,3,h,S,Nelson,11.7,1,1,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,9
Keilor East,3,h,S,Nelson,11.7,1,1,602.0,Brimbank City Council,Western Metropolitan,5629.0,9
Keilor East,3,h,S,Nelson,11.7,1,1,638.0,Brimbank City Council,Western Metropolitan,5629.0,9
Keilor Lodge,3,h,PI,Brad,15.5,2,2,651.0,Brimbank City Council,Western Metropolitan,570.0,9
Kensington,3,h,S,Nelson,3.4,1,1,648.7162568807339,Melbourne City Council,Northern Metropolitan,5263.0,9
Kensington,2,t,PI,Nelson,3.4,1,1,286.9240214888718,Melbourne City Council,Northern Metropolitan,5263.0,9
Kew,2,u,S,Jellis,5.4,1,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,10331.0,9
Kew,3,h,VB,Nelson,5.4,1,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,9
Kew,3,h,S,Woodards,5.4,1,3,706.0,Boroondara City Council,Southern Metropolitan,10331.0,9
Kew,3,h,S,Jellis,5.4,1,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,9
Kew East,3,h,S,hockingstuart,7.3,1,2,579.0,Boroondara City Council,Southern Metropolitan,2671.0,9
Kew East,4,h,VB,Marshall,7.3,1,1,704.0,Boroondara City Council,Southern Metropolitan,2671.0,9
Kew East,3,h,SA,RT,7.3,2,1,822.0,Boroondara City Council,Southern Metropolitan,2671.0,9
Kew East,4,h,VB,Fletchers,7.3,2,3,846.0,Boroondara City Council,Southern Metropolitan,2671.0,9
Kingsville,3,h,S,Jas,6.4,2,4,463.0,Maribyrnong City Council,Western Metropolitan,1808.0,9
Kingsville,3,h,PI,Jas,6.4,2,0,275.0,Maribyrnong City Council,Western Metropolitan,1808.0,9
Kingsville,3,u,S,Jas,6.4,2,1,477.89685658153235,Maribyrnong City Council,Western Metropolitan,1808.0,9
Lalor,3,h,S,Stockdale,16.3,1,1,548.0,Whittlesea City Council,Northern Metropolitan,8279.0,9
Lalor,3,h,S,HAR,16.3,1,1,672.0,Whittlesea City Council,Northern Metropolitan,8279.0,9
MacLeod,2,t,S,Darren,12.7,1,2,286.9240214888718,Banyule City Council,Northern Metropolitan,4168.0,9
MacLeod,4,h,S,Ray,12.7,2,2,648.7162568807339,Banyule City Council,Northern Metropolitan,4168.0,9
Maidstone,2,h,S,Biggin,6.4,1,2,327.0,Maribyrnong City Council,Western Metropolitan,3873.0,9
Maidstone,3,h,PI,Biggin,6.4,1,2,648.7162568807339,Maribyrnong City Council,Western Metropolitan,3873.0,9
Malvern,3,h,S,Marshall,5.9,2,2,648.7162568807339,Stonnington City Council,Southern Metropolitan,4675.0,9
Malvern,3,h,PI,Marshall,5.9,1,0,228.0,Stonnington City Council,Southern Metropolitan,4675.0,9
Malvern East,3,h,S,Jellis,8.4,1,3,648.7162568807339,Stonnington City Council,Southern Metropolitan,8801.0,9
Malvern East,4,h,S,Jellis,8.4,2,2,576.0,Stonnington City Council,Southern Metropolitan,8801.0,9
Malvern East,3,h,S,Marshall,8.4,2,2,728.0,Stonnington City Council,Southern Metropolitan,8801.0,9
Maribyrnong,3,u,S,Rendina,4.3,1,1,477.89685658153235,Maribyrnong City Council,Western Metropolitan,4918.0,9
McKinnon,4,h,S,Buxton,11.4,2,3,648.7162568807339,Glen Eira City Council,Southern Metropolitan,2397.0,9
Meadow Heights,3,h,S,HAR,17.4,2,2,648.7162568807339,Hume City Council,Northern Metropolitan,4704.0,9
Meadow Heights,3,h,S,Stockdale,17.4,1,2,501.0,Hume City Council,Northern Metropolitan,4704.0,9
Meadow Heights,3,u,SP,RW,17.4,1,1,477.89685658153235,Hume City Council,Northern Metropolitan,4704.0,9
Melbourne,2,u,PI,Purplebricks,0.0,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,17496.0,9
Melbourne,3,u,PI,Gary,0.0,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,17496.0,9
Melbourne,2,u,S,hockingstuart,0.0,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,17496.0,9
Melton South,4,h,S,hockingstuart,29.8,1,2,578.0,Melton City Council,Western Victoria,4718.0,9
Mentone,4,h,PI,Buxton,20.0,2,1,648.7162568807339,Kingston City Council,South-Eastern Metropolitan,6162.0,9
Mentone,3,t,S,hockingstuart,20.0,2,2,165.0,Kingston City Council,South-Eastern Metropolitan,6162.0,9
Mernda,3,h,S,Ray,25.9,1,2,648.7162568807339,Whittlesea City Council,Northern Metropolitan,5812.0,9
Mernda,4,h,S,RW,25.9,2,2,648.7162568807339,Whittlesea City Council,Northern Metropolitan,5812.0,9
Mernda,4,h,S,HAR,25.9,2,2,573.0,Whittlesea City Council,Northern Metropolitan,5812.0,9
Mernda,4,h,S,YPA,25.9,2,2,648.7162568807339,Whittlesea City Council,Northern Metropolitan,5812.0,9
Middle Park,4,h,PI,Marshall,3.0,2,2,648.7162568807339,Port Phillip City Council,Southern Metropolitan,2019.0,9
Middle Park,5,h,S,Marshall,3.0,2,1,553.0,Port Phillip City Council,Southern Metropolitan,2019.0,9
Middle Park,2,h,VB,Greg,3.0,1,1,194.0,Port Phillip City Council,Southern Metropolitan,2019.0,9
Mill Park,3,h,S,Love,17.9,2,2,585.0,Whittlesea City Council,Northern Metropolitan,10529.0,9
Mill Park,3,h,S,Love,17.9,2,2,648.7162568807339,Whittlesea City Council,Northern Metropolitan,10529.0,9
Mill Park,4,h,S,Ray,17.9,2,2,648.7162568807339,Whittlesea City Council,Northern Metropolitan,10529.0,9
Mill Park,4,h,S,Darren,17.9,2,3,800.0,Whittlesea City Council,Northern Metropolitan,10529.0,9
Mitcham,3,t,S,Ray,17.2,1,2,286.9240214888718,Whitehorse City Council,Eastern Metropolitan,6871.0,9
Mitcham,4,h,VB,Fletchers,17.2,3,2,367.0,Whitehorse City Council,Eastern Metropolitan,6871.0,9
Mitcham,3,t,S,Buxton,17.2,2,2,286.9240214888718,Whitehorse City Council,Eastern Metropolitan,6871.0,9
Mitcham,3,h,S,Noel,17.2,2,2,534.0,Whitehorse City Council,Eastern Metropolitan,6871.0,9
Mont Albert,2,u,SP,hockingstuart,10.2,1,1,2243.0,Boroondara City Council,Eastern Metropolitan,2079.0,9
Montmorency,3,h,PI,Darren,16.2,1,2,648.7162568807339,Banyule City Council,Eastern Metropolitan,3891.0,9
Montmorency,3,h,S,Buckingham,16.2,2,2,648.7162568807339,Banyule City Council,Eastern Metropolitan,3891.0,9
Moonee Ponds,2,u,PI,Hodges,6.2,1,1,477.89685658153235,Moonee Valley City Council,Western Metropolitan,6232.0,9
Moonee Ponds,2,u,PI,Nelson,6.2,1,2,477.89685658153235,Moonee Valley City Council,Western Metropolitan,6232.0,9
Moonee Ponds,3,h,S,Nelson,6.2,1,1,375.0,Moonee Valley City Council,Western Metropolitan,6232.0,9
Moonee Ponds,3,h,S,Jellis,6.2,2,2,784.0,Moonee Valley City Council,Western Metropolitan,6232.0,9
Moonee Ponds,3,h,S,Jellis,6.2,2,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6232.0,9
Moorabbin,3,h,VB,Jellis,14.3,1,4,648.7162568807339,Kingston City Council,Southern Metropolitan,2555.0,9
Mooroolbark,3,h,S,Fletchers,26.5,1,1,862.0,Yarra Ranges Shire Council,Eastern Victoria,8280.0,9
Mordialloc,2,h,S,O'Brien,21.5,2,2,648.7162568807339,Kingston City Council,South-Eastern Metropolitan,3650.0,9
Mount Waverley,3,u,S,Open,14.2,1,2,477.89685658153235,Monash City Council,Eastern Metropolitan,13366.0,9
Mount Waverley,4,u,VB,Jellis,14.2,2,2,477.89685658153235,Monash City Council,Eastern Metropolitan,13366.0,9
Mount Waverley,4,h,SP,Buxton,14.2,2,2,648.7162568807339,Monash City Council,Eastern Metropolitan,13366.0,9
Mount Waverley,3,h,SP,Biggin,14.2,1,1,648.7162568807339,Monash City Council,Eastern Metropolitan,13366.0,9
Mount Waverley,3,h,SP,Biggin,14.2,1,1,648.7162568807339,Monash City Council,Eastern Metropolitan,13366.0,9
Mulgrave,3,h,S,Harcourts,18.8,1,1,644.0,Monash City Council,South-Eastern Metropolitan,7113.0,9
Mulgrave,3,h,S,Ray,18.8,2,2,648.7162568807339,Monash City Council,South-Eastern Metropolitan,7113.0,9
Murrumbeena,2,h,S,Ray,10.1,1,1,648.7162568807339,Glen Eira City Council,Southern Metropolitan,4442.0,9
Murrumbeena,3,h,S,Woodards,10.1,1,1,648.7162568807339,Glen Eira City Council,Southern Metropolitan,4442.0,9
Murrumbeena,3,t,S,Buxton,10.1,2,2,219.0,Glen Eira City Council,Southern Metropolitan,4442.0,9
Newport,3,h,S,Greg,6.2,2,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5498.0,9
Newport,4,h,S,Sweeney,6.2,2,2,409.0,Hobsons Bay City Council,Western Metropolitan,5498.0,9
Newport,4,t,S,Village,6.2,2,2,286.9240214888718,Hobsons Bay City Council,Western Metropolitan,5498.0,9
Newport,4,h,SP,RT,6.2,3,2,622.0,Hobsons Bay City Council,Western Metropolitan,5498.0,9
Niddrie,4,h,S,Nelson,10.4,3,2,634.0,Moonee Valley City Council,Western Metropolitan,2291.0,9
North Melbourne,2,u,SP,Jellis,1.8,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,6821.0,9
North Warrandyte,4,h,S,Gardiner,21.1,2,0,1457.0,Nillumbik Shire Council,Eastern Metropolitan,1058.0,9
Northcote,2,h,S,Jellis,5.3,1,2,648.7162568807339,Darebin City Council,Northern Metropolitan,11364.0,9
Northcote,1,u,S,Harcourts,5.3,1,1,477.89685658153235,Darebin City Council,Northern Metropolitan,11364.0,9
Northcote,3,u,S,McGrath,5.3,1,1,477.89685658153235,Darebin City Council,Northern Metropolitan,11364.0,9
Northcote,2,u,S,McGrath,5.3,1,1,477.89685658153235,Darebin City Council,Northern Metropolitan,11364.0,9
Northcote,3,h,SP,Jellis,5.3,1,1,272.0,Darebin City Council,Northern Metropolitan,11364.0,9
Northcote,3,h,SP,Nelson,5.3,2,1,648.7162568807339,Darebin City Council,Northern Metropolitan,11364.0,9
Northcote,4,h,S,Nelson,5.3,1,1,442.0,Darebin City Council,Northern Metropolitan,11364.0,9
Oakleigh,4,h,SP,Barry,12.3,2,1,581.0,Monash City Council,Southern Metropolitan,3224.0,9
Oakleigh South,3,h,S,Buxton,15.5,1,2,704.0,Kingston City Council,South-Eastern Metropolitan,3692.0,9
Ormond,3,h,SP,Buxton,11.4,1,2,401.0,Glen Eira City Council,Southern Metropolitan,3578.0,9
Parkdale,4,h,S,Hodges,21.5,2,2,554.0,Kingston City Council,South-Eastern Metropolitan,5087.0,9
Parkdale,5,h,VB,Buxton,21.5,3,4,648.7162568807339,Kingston City Council,South-Eastern Metropolitan,5087.0,9
Parkdale,4,h,PI,Buxton,21.5,2,2,787.0,Kingston City Council,South-Eastern Metropolitan,5087.0,9
Parkdale,2,t,S,Buxton,21.5,1,1,286.9240214888718,Kingston City Council,South-Eastern Metropolitan,5087.0,9
Pascoe Vale,2,h,S,Nelson,8.5,1,1,648.7162568807339,Moreland City Council,Northern Metropolitan,7485.0,9
Pascoe Vale,2,u,S,Nelson,8.5,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,7485.0,9
Pascoe Vale,1,u,S,Nelson,8.5,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,7485.0,9
Pascoe Vale,3,h,S,Jellis,8.5,1,3,446.0,Moreland City Council,Northern Metropolitan,7485.0,9
Pascoe Vale,2,u,PI,Raine,8.5,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,7485.0,9
Pascoe Vale,2,h,S,Brad,8.5,1,1,648.7162568807339,Moreland City Council,Northern Metropolitan,7485.0,9
Port Melbourne,4,h,S,Marshall,3.5,3,2,362.0,Melbourne City Council,Southern Metropolitan,8648.0,9
Port Melbourne,3,h,S,Greg,3.5,3,2,114.0,Melbourne City Council,Southern Metropolitan,8648.0,9
Port Melbourne,3,h,S,Cayzer,3.5,1,0,99.0,Melbourne City Council,Southern Metropolitan,8648.0,9
Port Melbourne,2,h,S,Frank,3.5,1,1,648.7162568807339,Melbourne City Council,Southern Metropolitan,8648.0,9
Port Melbourne,2,u,VB,Buxton,3.5,1,1,477.89685658153235,Melbourne City Council,Southern Metropolitan,8648.0,9
Port Melbourne,3,h,SP,Hodges,3.5,1,0,648.7162568807339,Melbourne City Council,Southern Metropolitan,8648.0,9
Prahran,1,h,S,Marshall,4.6,1,4,192.0,Stonnington City Council,Southern Metropolitan,7717.0,9
Prahran,3,u,S,Beller,4.6,2,2,477.89685658153235,Stonnington City Council,Southern Metropolitan,7717.0,9
Prahran,3,h,S,hockingstuart,4.6,1,0,435.0,Stonnington City Council,Southern Metropolitan,7717.0,9
Prahran,2,u,S,Thomson,4.6,1,1,477.89685658153235,Stonnington City Council,Southern Metropolitan,7717.0,9
Preston,3,u,VB,Nelson,8.4,1,1,477.89685658153235,Darebin City Council,Northern Metropolitan,14577.0,9
Preston,2,h,S,Nelson,8.4,1,2,648.7162568807339,Darebin City Council,Northern Metropolitan,14577.0,9
Preston,3,h,S,RW,8.4,1,2,588.0,Darebin City Council,Northern Metropolitan,14577.0,9
Preston,3,t,VB,Jellis,8.4,1,2,286.9240214888718,Darebin City Council,Northern Metropolitan,14577.0,9
Preston,3,h,SP,Nelson,8.4,1,2,465.0,Darebin City Council,Northern Metropolitan,14577.0,9
Preston,3,h,S,Barry,8.4,1,1,648.7162568807339,Darebin City Council,Northern Metropolitan,14577.0,9
Reservoir,3,h,VB,Stockdale,12.0,1,3,611.0,Darebin City Council,Northern Metropolitan,21650.0,9
Reservoir,3,h,S,hockingstuart,12.0,1,1,482.0,Darebin City Council,Northern Metropolitan,21650.0,9
Reservoir,3,h,SP,Nelson,12.0,1,2,648.7162568807339,Darebin City Council,Northern Metropolitan,21650.0,9
Reservoir,2,h,S,Ray,12.0,1,2,576.0,Darebin City Council,Northern Metropolitan,21650.0,9
Reservoir,3,h,S,McGrath,12.0,1,2,648.7162568807339,Darebin City Council,Northern Metropolitan,21650.0,9
Reservoir,2,t,PI,hockingstuart,12.0,1,1,286.9240214888718,Darebin City Council,Northern Metropolitan,21650.0,9
Reservoir,4,h,SP,ASL,12.0,4,2,648.7162568807339,Darebin City Council,Northern Metropolitan,21650.0,9
Reservoir,2,t,S,HAR,12.0,1,1,286.9240214888718,Darebin City Council,Northern Metropolitan,21650.0,9
Reservoir,2,u,S,Nelson,12.0,1,1,477.89685658153235,Darebin City Council,Northern Metropolitan,21650.0,9
Reservoir,3,h,SP,RW,12.0,1,2,741.0,Darebin City Council,Northern Metropolitan,21650.0,9
Richmond,3,h,PI,hockingstuart,2.4,1,2,648.7162568807339,Yarra City Council,Northern Metropolitan,14949.0,9
Richmond,3,h,VB,Jellis,2.4,2,0,195.0,Yarra City Council,Northern Metropolitan,14949.0,9
Richmond,2,h,SP,Jellis,2.4,1,2,648.7162568807339,Yarra City Council,Northern Metropolitan,14949.0,9
Richmond,3,h,S,Biggin,2.4,1,1,151.0,Yarra City Council,Northern Metropolitan,14949.0,9
Richmond,1,u,SA,RT,2.4,1,1,477.89685658153235,Yarra City Council,Northern Metropolitan,14949.0,9
Richmond,3,t,S,Nelson,2.4,2,2,286.9240214888718,Yarra City Council,Northern Metropolitan,14949.0,9
Richmond,2,u,SA,Jellis,2.4,2,1,14294.0,Yarra City Council,Northern Metropolitan,14949.0,9
Ringwood,2,h,S,hockingstuart,19.9,1,1,766.0,Maroondah City Council,Eastern Metropolitan,7785.0,9
Ringwood East,4,h,PI,Philip,21.3,2,2,650.0,Maroondah City Council,Eastern Metropolitan,4407.0,9
Ringwood East,4,h,S,Philip,21.3,2,3,648.7162568807339,Maroondah City Council,Eastern Metropolitan,4407.0,9
Ringwood North,4,h,S,Ray,19.9,2,2,770.0,Manningham City Council,Eastern Metropolitan,3619.0,9
Rosanna,4,h,VB,Fletchers,8.9,2,2,635.0,Banyule City Council,Eastern Metropolitan,3540.0,9
Rowville,3,h,S,Ray,23.5,1,2,648.7162568807339,Knox City Council,South-Eastern Metropolitan,11667.0,9
Roxburgh Park,3,h,S,YPA,20.6,2,2,568.0,Hume City Council,Northern Metropolitan,5833.0,9
Roxburgh Park,3,h,S,Raine,20.6,2,1,648.7162568807339,Hume City Council,Northern Metropolitan,5833.0,9
Roxburgh Park,3,h,S,RW,20.6,2,1,648.7162568807339,Hume City Council,Northern Metropolitan,5833.0,9
Roxburgh Park,4,h,S,Raine,20.6,2,2,648.7162568807339,Hume City Council,Northern Metropolitan,5833.0,9
Sandringham,4,h,S,hockingstuart,15.2,2,1,722.0,Bayside City Council,Southern Metropolitan,4497.0,9
Sandringham,5,h,S,Marshall,15.2,3,2,553.0,Bayside City Council,Southern Metropolitan,4497.0,9
Sandringham,5,h,S,Buxton,15.2,3,1,545.0,Bayside City Council,Southern Metropolitan,4497.0,9
Sandringham,3,h,S,Buxton,15.2,1,2,493.0,Bayside City Council,Southern Metropolitan,4497.0,9
Seaford,3,h,S,hockingstuart,35.4,1,1,591.0,Frankston City Council,South-Eastern Metropolitan,8077.0,9
Seddon,3,h,S,Jas,5.1,3,1,648.7162568807339,Maribyrnong City Council,Western Metropolitan,2417.0,9
South Kingsville,3,h,S,Hunter,6.2,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,984.0,9
South Melbourne,2,h,S,Marshall,1.9,1,0,109.0,Port Phillip City Council,Southern Metropolitan,5943.0,9
South Melbourne,3,h,PI,Greg,1.9,2,2,149.0,Port Phillip City Council,Southern Metropolitan,5943.0,9
South Melbourne,2,h,S,Greg,1.9,1,2,140.0,Port Phillip City Council,Southern Metropolitan,5943.0,9
South Melbourne,2,u,S,Greg,1.9,2,1,477.89685658153235,Port Phillip City Council,Southern Metropolitan,5943.0,9
South Melbourne,3,u,VB,Greg,1.9,3,2,477.89685658153235,Port Phillip City Council,Southern Metropolitan,5943.0,9
South Melbourne,2,h,VB,Marshall,1.9,1,2,82.0,Port Phillip City Council,Southern Metropolitan,5943.0,9
South Morang,4,h,S,HAR,20.5,2,4,648.7162568807339,Whittlesea City Council,Northern Metropolitan,7969.0,9
South Morang,3,h,S,The,20.5,2,2,362.0,Whittlesea City Council,Northern Metropolitan,7969.0,9
South Yarra,1,u,S,hockingstuart,2.7,1,1,477.89685658153235,Melbourne City Council,Southern Metropolitan,14887.0,9
South Yarra,1,u,VB,Collins,2.7,1,1,477.89685658153235,Melbourne City Council,Southern Metropolitan,14887.0,9
South Yarra,3,h,S,Jellis,2.7,1,2,250.0,Melbourne City Council,Southern Metropolitan,14887.0,9
South Yarra,2,u,S,hockingstuart,2.7,1,0,477.89685658153235,Melbourne City Council,Southern Metropolitan,14887.0,9
South Yarra,2,h,S,hockingstuart,2.7,1,2,175.0,Melbourne City Council,Southern Metropolitan,14887.0,9
Southbank,2,u,S,hockingstuart,0.7,1,1,477.89685658153235,Melbourne City Council,Southern Metropolitan,8400.0,9
Southbank,1,u,S,Harcourts,0.7,1,1,477.89685658153235,Melbourne City Council,Southern Metropolitan,8400.0,9
Springvale,3,h,S,Bowman,20.8,1,2,648.7162568807339,Greater Dandenong City Council,South-Eastern Metropolitan,7412.0,9
Springvale,3,h,VB,Paul,20.8,1,4,648.7162568807339,Greater Dandenong City Council,South-Eastern Metropolitan,7412.0,9
St Kilda,2,u,S,Thomson,5.0,1,1,477.89685658153235,Port Phillip City Council,Southern Metropolitan,13240.0,9
St Kilda,2,u,S,Gary,5.0,1,0,477.89685658153235,Port Phillip City Council,Southern Metropolitan,13240.0,9
St Kilda,2,u,SP,Gary,5.0,1,1,477.89685658153235,Port Phillip City Council,Southern Metropolitan,13240.0,9
Strathmore,3,u,S,Nelson,8.2,1,2,477.89685658153235,Moonee Valley City Council,Western Metropolitan,3284.0,9
Sunbury,4,h,S,Leeburn,31.7,2,1,648.7162568807339,Hume City Council,Western Metropolitan,14092.0,9
Sunbury,3,h,S,L,31.7,1,0,650.0,Hume City Council,Western Metropolitan,14092.0,9
Sunbury,3,h,S,Raine,31.7,1,2,650.0,Hume City Council,Western Metropolitan,14092.0,9
Sunbury,2,h,S,YPA,31.7,2,2,648.7162568807339,Hume City Council,Western Metropolitan,14092.0,9
Sunbury,3,h,S,Brad,31.7,2,2,688.0,Hume City Council,Western Metropolitan,14092.0,9
Sunshine,3,h,VB,Jas,10.5,1,2,648.7162568807339,Brimbank City Council,Western Metropolitan,3755.0,9
Sunshine North,3,h,S,Douglas,10.5,1,2,608.0,Brimbank City Council,Western Metropolitan,4217.0,9
Sunshine North,2,u,S,Douglas,10.5,1,1,477.89685658153235,Brimbank City Council,Western Metropolitan,4217.0,9
Surrey Hills,3,h,S,Noel,10.2,1,1,648.7162568807339,Boroondara City Council,Southern Metropolitan,5457.0,9
Surrey Hills,5,h,S,Marshall,10.2,3,2,1011.0,Boroondara City Council,Southern Metropolitan,5457.0,9
Surrey Hills,4,h,S,Ross,10.2,2,3,648.7162568807339,Boroondara City Council,Southern Metropolitan,5457.0,9
Sydenham,4,h,S,Barry,18.0,2,3,648.7162568807339,Brimbank City Council,Western Metropolitan,3640.0,9
Taylors Hill,4,h,PI,Barry,18.0,2,8,648.7162568807339,Melton City Council,Western Metropolitan,4242.0,9
Taylors Lakes,4,h,S,Barry,15.5,2,4,648.7162568807339,Brimbank City Council,Western Metropolitan,5336.0,9
Taylors Lakes,4,h,S,Nelson,15.5,2,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5336.0,9
Templestowe,3,t,S,Barry,15.5,2,2,286.9240214888718,Manningham City Council,Eastern Metropolitan,6202.0,9
