Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount
Brunswick West,2,h,825000.0,PI,Nelson,6/05/2017,5.9,3055.0,1.0,0.0,207.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,h,645000.0,SP,Nelson,6/05/2017,5.9,3055.0,3.0,1.0,131.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,t,865000.0,S,Barry,6/05/2017,5.9,3055.0,,,,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,h,,SN,Ray,8/04/2017,5.9,3055.0,1.0,3.0,591.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,2,u,,SN,Walshe,8/04/2017,5.9,3055.0,,,,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,h,,SP,Jellis,8/04/2017,5.9,3055.0,2.0,2.0,491.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,h,1222000.0,S,Nelson,8/04/2017,5.9,3055.0,1.0,1.0,380.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,h,1060000.0,S,Walshe,13/05/2017,5.9,3055.0,1.0,2.0,465.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,2,u,424000.0,S,Ham,13/05/2017,5.9,3055.0,,,,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,h,1220000.0,S,Woodards,13/05/2017,5.9,3055.0,1.0,1.0,335.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,h,1097000.0,S,Walshe,13/05/2017,5.9,3055.0,1.0,1.0,372.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,h,1100000.0,VB,Nelson,13/05/2017,5.9,3055.0,2.0,1.0,169.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,h,1270000.0,S,Nelson,20/05/2017,5.9,3055.0,1.0,1.0,526.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,t,670000.0,PI,Nelson,20/05/2017,5.9,3055.0,1.0,2.0,109.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,2,u,640000.0,S,RW,20/05/2017,5.9,3055.0,1.0,1.0,559.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,2,t,,SN,Barry,20/05/2017,5.9,3055.0,1.0,1.0,133.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,h,,SN,Nelson,20/05/2017,5.9,3055.0,1.0,2.0,585.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,2,u,,SN,Walshe,22/04/2017,5.9,3055.0,,,,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,3,h,1200000.0,PI,Nelson,29/04/2017,5.9,3055.0,1.0,2.0,683.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,2,h,545000.0,VB,Jellis,29/04/2017,5.9,3055.0,1.0,1.0,0.0,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,1,h,327500.0,SP,Nelson,29/04/2017,5.9,3055.0,,,,Moreland City Council,Northern Metropolitan,7082.0
Brunswick West,4,h,1205000.0,S,Nelson,29/04/2017,5.9,3055.0,2.0,2.0,518.0,Moreland City Council,Northern Metropolitan,7082.0
Bulleen,3,u,860000.0,S,Jellis,6/05/2017,11.8,3105.0,1.0,1.0,0.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,2,t,599900.0,S,Barry,6/05/2017,11.8,3105.0,1.0,2.0,135.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,4,h,1540000.0,S,Jellis,6/05/2017,11.8,3105.0,2.0,2.0,780.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,4,t,910000.0,SP,Barry,6/05/2017,11.8,3105.0,2.0,2.0,190.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,3,h,,S,Barry,8/04/2017,11.8,3105.0,1.0,1.0,603.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,3,h,1100000.0,S,Barry,8/04/2017,11.8,3105.0,2.0,3.0,709.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,5,h,1730000.0,S,RT,13/05/2017,11.8,3105.0,4.0,4.0,564.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,2,t,,SP,Jellis,20/05/2017,11.8,3105.0,,,,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,4,t,,S,Jellis,20/05/2017,11.8,3105.0,,,,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,5,h,760000.0,VB,Jellis,20/05/2017,11.8,3105.0,2.0,2.0,411.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,3,t,,PI,Philip,20/05/2017,11.8,3105.0,3.0,2.0,375.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,3,h,794000.0,S,Barry,20/05/2017,11.8,3105.0,1.0,0.0,353.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,3,h,1360000.0,S,Parkes,20/05/2017,11.8,3105.0,2.0,2.0,746.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,4,h,1207000.0,S,Barry,22/04/2017,11.8,3105.0,1.0,2.0,607.0,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,3,h,,S,Fletchers,29/04/2017,11.8,3105.0,,,,Manningham City Council,Eastern Metropolitan,4480.0
Bulleen,4,h,1320000.0,S,Barry,29/04/2017,11.8,3105.0,,,,Manningham City Council,Eastern Metropolitan,4480.0
Burwood,6,h,1591000.0,S,Ray,6/05/2017,11.7,3125.0,2.0,2.0,665.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,4,h,,PI,Ray,6/05/2017,11.7,3125.0,1.0,3.0,697.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,2,u,580000.0,S,McGrath,6/05/2017,11.7,3125.0,1.0,1.0,153.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,2,u,605000.0,S,Noel,6/05/2017,11.7,3125.0,1.0,1.0,81.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,3,h,,SP,@Realty,6/05/2017,11.7,3125.0,1.0,2.0,827.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,3,t,975000.0,VB,Reed,8/04/2017,11.7,3125.0,2.0,2.0,267.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,3,h,1465500.0,S,Buxton,8/04/2017,11.7,3125.0,2.0,3.0,620.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,4,h,,S,Jellis,13/05/2017,11.7,3125.0,2.0,2.0,600.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,2,h,870000.0,S,Noel,13/05/2017,11.7,3125.0,1.0,1.0,271.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,3,h,1385000.0,S,Marshall,13/05/2017,11.7,3125.0,2.0,4.0,697.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,2,h,1815000.0,S,Lindellas,20/05/2017,11.7,3125.0,1.0,1.0,698.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,3,h,1590000.0,SP,Jellis,20/05/2017,11.7,3125.0,2.0,4.0,862.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,4,u,813000.0,S,Oriental,20/05/2017,11.7,3125.0,1.0,2.0,360.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,3,h,,SA,Fletchers,20/05/2017,11.7,3125.0,2.0,1.0,652.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,3,h,,S,Ray,22/04/2017,11.7,3125.0,,,,Monash City Council,Southern Metropolitan,5678.0
Burwood,6,h,,SP,Buxton,22/04/2017,11.7,3125.0,3.0,3.0,646.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,3,h,,S,Buxton,22/04/2017,11.7,3125.0,1.0,1.0,620.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,4,t,,S,Buxton,22/04/2017,11.7,3125.0,3.0,2.0,,Monash City Council,Southern Metropolitan,5678.0
Burwood,3,h,,SN,Woodards,22/04/2017,11.7,3125.0,2.0,2.0,350.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,2,t,,S,Noel,29/04/2017,11.7,3125.0,,,,Monash City Council,Southern Metropolitan,5678.0
Burwood,3,u,,SN,HAR,29/04/2017,11.7,3125.0,1.0,2.0,182.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,4,h,1601000.0,S,McGrath,29/04/2017,11.7,3125.0,2.0,1.0,863.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,3,h,,S,Buxton,29/04/2017,11.7,3125.0,1.0,1.0,566.0,Monash City Council,Southern Metropolitan,5678.0
Burwood,5,h,1225000.0,S,Buxton,29/04/2017,11.7,3125.0,1.0,2.0,633.0,Monash City Council,Southern Metropolitan,5678.0
Camberwell,4,u,,SP,Marshall,6/05/2017,7.8,3124.0,3.0,0.0,477.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,3600000.0,VB,Jellis,6/05/2017,7.8,3124.0,,,,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,3,h,1930000.0,S,Nelson,6/05/2017,7.8,3124.0,1.0,2.0,643.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,3,h,2570000.0,S,Marshall,6/05/2017,7.8,3124.0,2.0,1.0,766.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,3,h,,SP,Woodards,8/04/2017,7.8,3124.0,,,,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,2216000.0,S,Fletchers,8/04/2017,7.8,3124.0,2.0,0.0,670.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,2110000.0,S,Fletchers,8/04/2017,7.8,3124.0,1.0,3.0,572.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,2,h,855000.0,S,Woodards,8/04/2017,7.8,3124.0,1.0,2.0,239.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,2,u,771000.0,S,Fletchers,8/04/2017,7.8,3124.0,1.0,1.0,512.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,3,u,905000.0,S,Prowse,8/04/2017,7.8,3124.0,,,,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,2513000.0,S,Marshall,13/05/2017,7.8,3124.0,2.0,3.0,696.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,2,h,1900000.0,S,Noel,13/05/2017,7.8,3124.0,1.0,3.0,633.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,1700000.0,S,Marshall,13/05/2017,7.8,3124.0,,,,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,3,h,1620000.0,S,Jellis,13/05/2017,7.8,3124.0,2.0,2.0,575.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,3550000.0,S,Marshall,13/05/2017,7.8,3124.0,2.0,1.0,790.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,1980000.0,S,Marshall,13/05/2017,7.8,3124.0,3.0,2.0,728.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,3,u,,S,Jellis,13/05/2017,7.8,3124.0,1.0,1.0,1192.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,3,h,1861000.0,S,Marshall,13/05/2017,7.8,3124.0,2.0,2.0,324.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,3,h,,PI,Fletchers,13/05/2017,7.8,3124.0,1.0,2.0,809.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,2,h,1402000.0,S,J,13/05/2017,7.8,3124.0,1.0,0.0,429.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,3,h,,S,Noel,20/05/2017,7.8,3124.0,,,,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,3,h,1905000.0,S,Marshall,20/05/2017,7.8,3124.0,1.0,2.0,400.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,2,u,,S,Jellis,20/05/2017,7.8,3124.0,1.0,1.0,0.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,5020000.0,S,Jellis,20/05/2017,7.8,3124.0,4.0,3.0,892.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,2990000.0,S,Marshall,20/05/2017,7.8,3124.0,2.0,2.0,742.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,,S,Marshall,20/05/2017,7.8,3124.0,3.0,1.0,600.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,1855000.0,S,O'Donoghues,20/05/2017,7.8,3124.0,1.0,1.0,500.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,3850000.0,S,Jellis,20/05/2017,7.8,3124.0,,,,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,4,h,1500000.0,PI,Marshall,22/04/2017,7.8,3124.0,2.0,2.0,468.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,3,u,835000.0,S,Marshall,29/04/2017,7.8,3124.0,1.0,1.0,112.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,5,h,,SN,RT,29/04/2017,7.8,3124.0,4.0,2.0,672.0,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,2,u,,S,Marshall,29/04/2017,7.8,3124.0,,,,Boroondara City Council,Southern Metropolitan,8920.0
Camberwell,2,u,,SN,Garvey,29/04/2017,7.8,3124.0,1.0,2.0,130.0,Boroondara City Council,Southern Metropolitan,8920.0
Canterbury,4,h,,S,Marshall,6/05/2017,9.0,3126.0,2.0,2.0,413.0,Boroondara City Council,Southern Metropolitan,3265.0
Canterbury,5,h,3115000.0,SP,Fletchers,8/04/2017,9.0,3126.0,3.0,0.0,715.0,Boroondara City Council,Southern Metropolitan,3265.0
Canterbury,2,u,913000.0,S,Fletchers,8/04/2017,9.0,3126.0,1.0,1.0,0.0,Boroondara City Council,Southern Metropolitan,3265.0
Canterbury,4,h,,S,Jellis,13/05/2017,9.0,3126.0,2.0,4.0,831.0,Boroondara City Council,Southern Metropolitan,3265.0
Canterbury,4,h,,S,Marshall,13/05/2017,9.0,3126.0,1.0,1.0,665.0,Boroondara City Council,Southern Metropolitan,3265.0
Canterbury,4,h,2510000.0,PI,Kay,13/05/2017,9.0,3126.0,3.0,2.0,789.0,Boroondara City Council,Southern Metropolitan,3265.0
Canterbury,5,h,8000000.0,VB,Sotheby's,13/05/2017,9.0,3126.0,5.0,4.0,2079.0,Boroondara City Council,Southern Metropolitan,3265.0
Canterbury,3,t,1775000.0,VB,Jellis,13/05/2017,9.0,3126.0,2.0,2.0,410.0,Boroondara City Council,Southern Metropolitan,3265.0
Canterbury,3,h,3725000.0,S,Marshall,13/05/2017,9.0,3126.0,2.0,2.0,857.0,Boroondara City Council,Southern Metropolitan,3265.0
Carlton North,2,h,,S,Nelson,6/05/2017,3.2,3054.0,1.0,0.0,109.0,Melbourne City Council,Northern Metropolitan,3106.0
Carlton North,4,h,3450000.0,S,Nelson,13/05/2017,3.2,3054.0,2.0,1.0,515.0,Melbourne City Council,Northern Metropolitan,3106.0
Carlton North,2,h,,S,Nelson,13/05/2017,3.2,3054.0,1.0,0.0,101.0,Melbourne City Council,Northern Metropolitan,3106.0
Carlton North,2,h,1290000.0,S,Nelson,13/05/2017,3.2,3054.0,1.0,0.0,119.0,Melbourne City Council,Northern Metropolitan,3106.0
Carlton North,3,h,1614500.0,S,Woodards,20/05/2017,3.2,3054.0,1.0,0.0,167.0,Melbourne City Council,Northern Metropolitan,3106.0
Carlton North,4,h,1550000.0,S,Woodards,20/05/2017,3.2,3054.0,1.0,0.0,202.0,Melbourne City Council,Northern Metropolitan,3106.0
Carlton North,1,u,595000.0,S,Nelson,20/05/2017,3.2,3054.0,1.0,0.0,0.0,Melbourne City Council,Northern Metropolitan,3106.0
Carlton North,2,u,550000.0,PI,McGrath,22/04/2017,3.2,3054.0,,,,Melbourne City Council,Northern Metropolitan,3106.0
Carlton North,3,h,1300000.0,PI,Craig,22/04/2017,3.2,3054.0,1.0,0.0,223.0,Melbourne City Council,Northern Metropolitan,3106.0
Carlton North,5,h,2450000.0,S,Woodards,29/04/2017,3.2,3054.0,3.0,2.0,268.0,Melbourne City Council,Northern Metropolitan,3106.0
Carnegie,2,u,605000.0,SP,Ray,6/05/2017,11.4,3163.0,,,,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,4,t,1201000.0,S,Ray,6/05/2017,11.4,3163.0,2.0,2.0,273.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,2,u,635000.0,S,Noel,6/05/2017,11.4,3163.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,2,h,1424000.0,S,Max,8/04/2017,11.4,3163.0,1.0,1.0,575.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,1,u,285000.0,S,Anderson,8/04/2017,11.4,3163.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,3,h,2000000.0,S,Gary,8/04/2017,11.4,3163.0,,,,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,3,t,1076000.0,S,Ray,8/04/2017,11.4,3163.0,,,,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,1,u,305000.0,S,Woodards,8/04/2017,11.4,3163.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,2,u,425000.0,S,Lindellas,8/04/2017,11.4,3163.0,,,,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,2,u,,SN,Thomson,8/04/2017,11.4,3163.0,1.0,1.0,172.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,2,u,470000.0,S,Ray,13/05/2017,11.4,3163.0,,,,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,2,u,,SN,Steller,13/05/2017,11.4,3163.0,,,,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,3,u,1105000.0,S,Gary,13/05/2017,11.4,3163.0,2.0,2.0,271.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,3,h,1200000.0,PI,hockingstuart,13/05/2017,11.4,3163.0,2.0,2.0,515.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,3,u,945000.0,S,hockingstuart,20/05/2017,11.4,3163.0,1.0,2.0,1103.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,2,u,603000.0,S,hockingstuart,20/05/2017,11.4,3163.0,1.0,1.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,3,h,1390000.0,S,Gary,20/05/2017,11.4,3163.0,2.0,2.0,585.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,2,u,583000.0,S,Ray,20/05/2017,11.4,3163.0,,,,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,5,h,1730000.0,PI,Woodards,20/05/2017,11.4,3163.0,,,,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,4,h,1667000.0,S,Ray,20/05/2017,11.4,3163.0,2.0,2.0,615.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,1,u,330000.0,S,Ray,22/04/2017,11.4,3163.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,2,u,490000.0,PI,Buxton,22/04/2017,11.4,3163.0,,,,Glen Eira City Council,Southern Metropolitan,7822.0
Carnegie,3,u,577000.0,S,hockingstuart,29/04/2017,11.4,3163.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,7822.0
Caulfield,2,u,535000.0,S,Biggin,6/05/2017,8.9,3162.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,2379.0
Caulfield,2,u,,SN,Gary,8/04/2017,8.9,3162.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,2379.0
Caulfield,1,u,300000.0,VB,Gary,29/04/2017,8.9,3162.0,,,,Glen Eira City Council,Southern Metropolitan,2379.0
Caulfield North,1,u,3050000.0,SP,Gary,6/05/2017,8.1,3161.0,,,,Glen Eira City Council,Southern Metropolitan,6923.0
Caulfield North,1,u,305000.0,SP,Gary,8/04/2017,8.1,3161.0,1.0,1.0,750.0,Glen Eira City Council,Southern Metropolitan,6923.0
Caulfield North,2,u,550000.0,SP,Gary,8/04/2017,8.1,3161.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,6923.0
Caulfield North,2,u,655000.0,S,hockingstuart,13/05/2017,8.1,3161.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,6923.0
Caulfield North,3,h,,S,Buxton,13/05/2017,8.1,3161.0,2.0,1.0,241.0,Glen Eira City Council,Southern Metropolitan,6923.0
Caulfield North,4,h,1300000.0,PI,hockingstuart,20/05/2017,8.1,3161.0,1.0,1.0,443.0,Glen Eira City Council,Southern Metropolitan,6923.0
Caulfield North,4,h,1700000.0,S,Marshall,20/05/2017,8.1,3161.0,2.0,2.0,644.0,Glen Eira City Council,Southern Metropolitan,6923.0
Caulfield North,2,u,575000.0,SP,Gary,20/05/2017,8.1,3161.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,6923.0
Caulfield North,2,h,,SN,hockingstuart,20/05/2017,8.1,3161.0,1.0,0.0,249.0,Glen Eira City Council,Southern Metropolitan,6923.0
Caulfield North,2,u,742500.0,S,Gary,29/04/2017,8.1,3161.0,2.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,6923.0
Caulfield South,3,h,1690000.0,S,Gary,6/05/2017,9.3,3162.0,,,,Glen Eira City Council,Southern Metropolitan,5051.0
Caulfield South,5,h,1410000.0,S,Gary,8/04/2017,9.3,3162.0,,,,Glen Eira City Council,Southern Metropolitan,5051.0
Caulfield South,3,t,1000000.0,VB,O'Donoghues,13/05/2017,9.3,3162.0,2.0,2.0,265.0,Glen Eira City Council,Southern Metropolitan,5051.0
Caulfield South,2,h,1104000.0,S,Gary,13/05/2017,9.3,3162.0,1.0,1.0,534.0,Glen Eira City Council,Southern Metropolitan,5051.0
Caulfield South,3,t,,S,Ray,20/05/2017,9.3,3162.0,,,,Glen Eira City Council,Southern Metropolitan,5051.0
Caulfield South,2,u,630000.0,S,Biggin,20/05/2017,9.3,3162.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,5051.0
Caulfield South,3,h,1350000.0,S,Biggin,20/05/2017,9.3,3162.0,2.0,1.0,305.0,Glen Eira City Council,Southern Metropolitan,5051.0
Caulfield South,2,h,997000.0,S,hockingstuart,29/04/2017,9.3,3162.0,1.0,2.0,311.0,Glen Eira City Council,Southern Metropolitan,5051.0
Caulfield South,2,u,490000.0,S,hockingstuart,29/04/2017,9.3,3162.0,1.0,1.0,0.0,Glen Eira City Council,Southern Metropolitan,5051.0
Chadstone,3,h,1265000.0,S,Ray,6/05/2017,13.6,3148.0,,,,Monash City Council,Southern Metropolitan,3582.0
Chadstone,4,h,,SP,Buxton,8/04/2017,13.6,3148.0,2.0,2.0,490.0,Monash City Council,Southern Metropolitan,3582.0
Chadstone,3,t,,PI,Buxton,8/04/2017,13.6,3148.0,,,,Monash City Council,Southern Metropolitan,3582.0
Chadstone,3,u,701000.0,PI,Ray,8/04/2017,13.6,3148.0,2.0,2.0,235.0,Monash City Council,Southern Metropolitan,3582.0
Chadstone,2,h,1100000.0,S,Beller,8/04/2017,13.6,3148.0,,,,Monash City Council,Southern Metropolitan,3582.0
Chadstone,3,t,,SP,Buxton,8/04/2017,13.6,3148.0,,,,Monash City Council,Southern Metropolitan,3582.0
Chadstone,3,t,905000.0,S,Buxton,20/05/2017,13.6,3148.0,1.0,2.0,418.0,Monash City Council,Southern Metropolitan,3582.0
Chadstone,3,u,988000.0,SA,Buxton,20/05/2017,13.6,3148.0,2.0,2.0,286.0,Monash City Council,Southern Metropolitan,3582.0
Chadstone,3,t,820000.0,VB,hockingstuart,20/05/2017,13.6,3148.0,2.0,2.0,213.0,Monash City Council,Southern Metropolitan,3582.0
Clifton Hill,4,h,1825000.0,S,Biggin,6/05/2017,3.4,3068.0,1.0,2.0,306.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,3,h,1500000.0,S,Nelson,8/04/2017,3.4,3068.0,1.0,1.0,230.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,1,u,538000.0,S,Jellis,8/04/2017,3.4,3068.0,,,,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,2,h,880000.0,S,Nelson,8/04/2017,3.4,3068.0,,,,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,2,u,641000.0,S,Jellis,8/04/2017,3.4,3068.0,1.0,1.0,72.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,2,h,1250000.0,S,Jellis,13/05/2017,3.4,3068.0,1.0,0.0,158.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,3,h,1652500.0,S,Nelson,13/05/2017,3.4,3068.0,1.0,0.0,276.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,2,h,1250000.0,S,Wilson,13/05/2017,3.4,3068.0,1.0,1.0,168.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,3,h,1660000.0,S,Collins,13/05/2017,3.4,3068.0,1.0,2.0,290.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,1,u,465000.0,S,Haughton,13/05/2017,3.4,3068.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,2,h,700000.0,VB,Nelson,20/05/2017,3.4,3068.0,1.0,0.0,194.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,2,h,1000000.0,S,Nelson,20/05/2017,3.4,3068.0,1.0,0.0,193.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,2,u,712000.0,S,MICM,20/05/2017,3.4,3068.0,1.0,1.0,36.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,3,h,,S,Nelson,20/05/2017,3.4,3068.0,1.0,1.0,286.0,Yarra City Council,Northern Metropolitan,2954.0
Clifton Hill,2,h,1650000.0,S,Harrington,29/04/2017,3.4,3068.0,1.0,1.0,118.0,Yarra City Council,Northern Metropolitan,2954.0
Coburg,2,u,,SN,Barry,6/05/2017,7.8,3058.0,,,,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,u,495000.0,S,Barry,6/05/2017,7.8,3058.0,1.0,0.0,388.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,h,930000.0,S,Raine,6/05/2017,7.8,3058.0,1.0,0.0,275.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,t,,PI,Ray,8/04/2017,7.8,3058.0,,,,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,t,,PI,Ray,8/04/2017,7.8,3058.0,,,,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,t,781000.0,S,hockingstuart,8/04/2017,7.8,3058.0,1.0,1.0,0.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,h,995000.0,S,Jellis,8/04/2017,7.8,3058.0,1.0,1.0,415.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,h,677776.0,SP,Jellis,8/04/2017,7.8,3058.0,1.0,2.0,0.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,h,,SN,Barry,8/04/2017,7.8,3058.0,1.0,2.0,245.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,h,790000.0,PI,Brad,8/04/2017,7.8,3058.0,1.0,1.0,399.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,4,t,680000.0,S,Collins,13/05/2017,7.8,3058.0,2.0,1.0,3747.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,h,1180000.0,S,Nelson,13/05/2017,7.8,3058.0,2.0,2.0,588.0,Darebin City Council,Northern Metropolitan,11204.0
